Gene Symbol,Affymetrix ID,Module Assigned
LOC14433 /// LOC239564 /// LOC241765 /// LOC268353 /// MGC68323 /// LOC380687 /// AK190093 /// LOC381391 /// LOC382043 /// LOC383265 /// Gapdh /// LOC432452 /// LOC432757 /// LOC432820 /// LOC432919 /// LOC433184 /// LOC433460 /// LOC433660 /// LOC433845 /// LOC433921 /// LOC434187 /// LOC434330 /// LOC434731 /// LOC434806 /// LOC435171 /// LOC544878 /// LOC544967 /// LOC545042 /// LOC545089 /// LOC545128 /// LOC545470 /// LOC545563 /// LOC545571 /// LOC545958 /// LOC545980 /// LOC545984 /// LOC546363,AFFX-GapdhMur/M32599_5_at,turquoise
LOC14433 /// LOC268353 /// 3000002C10Rik /// LOC380687 /// AK190093 /// LOC382043 /// Gapdh /// LOC432797 /// LOC432919 /// LOC433184 /// LOC433660 /// LOC433845 /// LOC433921 /// LOC434187 /// LOC434330 /// LOC434806 /// LOC435171 /// LOC544962 /// LOC545042 /// LOC545089 /// LOC545128 /// LOC545563 /// LOC545571 /// LOC545741 /// LOC545865 /// LOC545958 /// LOC545980 /// LOC545984 /// LOC546363 /// LOC546389,1418625_s_at,NA
LOC209387,1438716_at,NA
LOC212970 /// BC005685,1426188_s_at,NA
LOC213481,1451962_at,NA
LOC214403,1425999_at,NA
LOC216818,1435782_at,NA
LOC224870 /// Phgdh /// LOC269242 /// LOC383450 /// LOC434173 /// LOC546010,1456471_x_at,NA
LOC224870 /// Phgdh /// LOC269242 /// LOC383450 /// LOC434173 /// LOC546010,1456584_x_at,NA
LOC226654,1456169_at,NA
LOC231914,1455065_x_at,NA
LOC234374,1455563_at,NA
LOC234374,1435681_s_at,NA
LOC236118,1449644_at,NA
LOC236220,1425220_x_at,NA
LOC236374,1439771_s_at,NA
LOC236469,1437004_at,NA
LOC236874,1449597_at,NA
LOC239691 /// LOC385603,1437661_at,NA
LOC243469 /// LOC435905,1425738_at,NA
LOC245266 /// IghmAC38.205.12 /// LOC382692 /// LOC546552,1426198_at,NA
LOC245266 /// IghmAC38.205.12 /// LOC382692 /// LOC546552,1426199_x_at,NA
LOC270589,1425897_at,NA
LOC277193 /// LOC432650 /// LOC432898,1435628_x_at,NA
LOC277193 /// LOC432650 /// LOC432898 /// LOC433593 /// LOC434667,1426936_at,NA
LOC277923,1425971_at,NA
LOC280621,1456100_at,NA
LOC330189,1427324_at,NA
LOC330294 /// LOC333791,1431653_at,NA
LOC380969,1427015_at,NA
LOC380997,1435853_at,NA
LOC381240,1417804_at,yellow
LOC381240,1438932_at,pink
LOC381251,1434163_at,NA
LOC381251,1434164_s_at,NA
LOC382006,1419626_at,NA
LOC383103,1435130_at,NA
LOC383494 /// LOC383830 /// LOC433680 /// LOC433822 /// LOC544761 /// LOC545314 /// LOC546196 /// LOC546260 /// LOC546375 /// LOC546433,1443482_at,NA
LOC383587,1438927_x_at,NA
LOC385068,AFFX-18SRNAMur/X00686_3_at,NA
LOC385383,1422933_at,NA
LOC386462,1418536_at,NA
LOC432458 /// LOC432468 /// LOC432469 /// LOC432527 /// LOC432783 /// LOC432784 /// LOC432804 /// LOC432823 /// LOC432857 /// LOC432890 /// LOC432932 /// LOC433038 /// LOC433041 /// LOC433042 /// LOC433154 /// LOC433156 /// LOC433244 /// LOC433285 /// LOC433596 /// LOC433663 /// LOC433689 /// LOC433774 /// LOC433808 /// LOC433891 /// LOC433893 /// LOC434071 /// LOC434287 /// LOC434293 /// LOC434303 /// LOC434331 /// LOC434383 /// LOC434421 /// LOC434503 /// LOC434600 /// LOC434603 /// LOC434620 /// LOC434657 /// LOC434774 /// LOC434801 /// LOC434810 /// LOC434815 /// LOC434886 /// LOC436387 /// LOC436444 /// LOC436463 /// LOC544695 /// LOC544701 /// LOC544727 /// LOC544743 /// LOC544751 /// LOC544769 /// LOC544818 /// LOC544841 /// LOC544851 /// LOC544861 /// LOC544886 /// LOC544941 /// LOC544942 /// LOC544950 /// LOC544979 /// LOC545068 /// LOC545074 /// LOC545087 /// LOC545096 /// LOC545120 /// LOC545127 /// LOC545144 /// LOC545145 /// LOC545170 /// LOC545171 /// LOC545218 /// LOC545230 /// LOC545231 /// LOC545301 /// LOC545305 /// LOC545308 /// LOC545309 /// LOC545310 /// LOC545324 /// LOC545349 /// LOC545354 /// LOC545358 /// LOC545374 /// LOC545390 /// LOC545419 /// LOC545499 /// LOC545504 /// LOC545518 /// LOC545587 /// LOC545603 /// LOC545659 /// LOC545671 /// LOC545685 /// LOC545692 /// LOC545751 /// LOC545786 /// LOC545820 /// LOC545830 /// LOC545842 /// LOC545857 /// LOC545860 /// LOC545895 /// LOC545918 /// LOC545927 /// LOC545950 /// LOC545995 /// LOC546031 /// LOC546035 /// LOC546039 /// LOC546042 /// LOC546043 /// LOC546047 /// LOC546054 /// LOC546116 /// LOC546153 /// LOC546154 /// LOC546280 /// LOC546315 /// LOC546339 /// LOC546341 /// LOC546350 /// LOC546358 /// LOC546402 /// LOC546421,1424608_a_at,NA
LOC432467,1455491_at,grey
LOC432549,1448319_at,grey
LOC432824,1438918_at,NA
LOC432824,1438919_x_at,NA
LOC433182,1427404_x_at,NA
LOC433231,1437498_at,NA
LOC433247,1423244_at,NA
LOC433594,1417864_at,NA
LOC433621 /// LOC545581,1427268_at,NA
LOC433702,1433663_s_at,NA
LOC433749,1450632_at,grey
LOC433755,1449609_at,NA
LOC433917 /// LOC434451 /// LOC545759 /// LOC545761 /// LOC545762 /// LOC545769 /// LOC545773 /// LOC545776 /// LOC546183 /// LOC546201,1456598_at,NA
LOC433991,1438297_at,NA
LOC434002,1427320_at,grey
LOC434079 /// LOC544891,1427219_at,NA
LOC434081,1454312_at,NA
LOC434179,1439295_x_at,NA
LOC434179,1460017_at,NA
LOC434198,1436658_at,NA
LOC434247,1460359_at,NA
LOC434321,1430994_at,NA
LOC434369 /// LOC546114,1427926_at,NA
LOC434401,1416973_at,NA
LOC434427,1439973_at,NA
LOC434536,1426074_at,NA
LOC434610,1449364_at,NA
LOC434795,1429745_at,NA
LOC435285,1451774_at,NA
LOC435565,1425722_at,NA
LOC435684,1436167_at,NA
LOC436177,1429041_at,turquoise
LOC493582,1459410_at,NA
LOC541456,1448073_at,NA
LOC544728,1425642_at,NA
LOC544800,1438902_a_at,NA
LOC544825,1455207_at,NA
LOC544963,1459894_at,orange
LOC544986 /// LOC544988 /// LOC544991 /// LOC545001 /// LOC545005 /// LOC545007 /// 2610042L04Rik /// LOC545017,1428301_at,pink
LOC544986 /// LOC544991 /// LOC544997 /// B930046C15Rik /// LOC545001 /// LOC545005 /// LOC545007 /// LOC545008 /// 2610042L04Rik /// LOC545017,1452731_x_at,pink
LOC545135,1427555_at,NA
LOC545161 /// LOC547275,1437014_x_at,NA
LOC545340,1435660_at,NA
LOC545378,1423024_at,NA
LOC545386,1452231_x_at,NA
LOC545386,1426906_at,NA
LOC545422,1452320_at,NA
LOC545422,1427133_s_at,NA
LOC545465,1416828_at,NA
LOC545705 /// LOC545706,1451477_at,NA
LOC545814 /// LOC545815,1452516_at,NA
LOC545856,1423650_at,grey
LOC545856,1436824_x_at,grey
LOC545863,1420025_s_at,NA
LOC545983,1424928_at,NA
LOC546020,1430899_at,NA
LOC546127,1427477_at,NA
LOC546132,1433527_at,brown
LOC546142,1455180_at,NA
LOC546165,1436846_x_at,NA
LOC546318 /// LOC547400,1418750_at,NA
LOC546337,1418006_at,NA
LOC547028 /// LOC547029 /// LOC547030,1421380_at,NA
LOC547214,1452408_at,NA
LOC547331,1460745_at,NA
LOC547362,1448775_at,NA
LOC547368,1426368_at,NA
LOC554362,1429583_at,NA
LOC554362,1453207_at,NA
LOC56304,1450367_at,NA
LOC56628,1450534_x_at,NA
LOC574418,1426035_at,NA
LOC574418,1420010_at,NA
LOC574530,1451885_at,NA
Loh11cr2a,1426222_s_at,NA
Loh11cr2a,1426221_at,NA
Loh12cr1,1451918_a_at,grey
Lor,1420183_at,orange
Lor,1448745_s_at,orange
Lox,1448228_at,NA
Lox,1416121_at,NA
Lox,1437903_at,NA
Loxl1,1451978_at,NA
Loxl2,1452436_at,NA
Loxl3,1418269_at,NA
Loxl4,1421153_at,NA
Loxl4,1450134_at,NA
Lpgat1,1424349_a_at,NA
Lpgat1,1424350_s_at,blue
Lphn1,1428510_at,NA
Lphn1,1452812_at,NA
Lphn3,1452561_at,NA
Lphn3,1427809_at,NA
Lpin1,1426516_a_at,grey
Lpin1,1418288_at,orange
Lpin2,1452837_at,NA
Lpin2,1452836_at,NA
Lpin2,1460290_at,NA
Lpin3,1449440_at,NA
Lpl,1415904_at,NA
Lpl,1431056_a_at,NA
Lpo,1448998_at,NA
Lpp,1454899_at,NA
Lpp,1436714_at,NA
Lpp,1437235_x_at,NA
Lpp,1425673_at,NA
Lpp,1456455_at,NA
Lpp,1438597_x_at,NA
Lpp,1437801_at,NA
Lpxn,1424965_at,NA
Lrat,1421345_at,NA
Lrba,1451887_at,NA
Lrba,1449099_at,NA
Lrba,1425717_at,NA
Lrch4,1451522_s_at,NA
Lrch4,1424879_at,NA
Lrch4,1424878_at,NA
Lrdd,1421397_a_at,NA
Lrfn1,1421364_at,NA
Lrg1,1417290_at,NA
Lrig1,1434210_s_at,NA
Lrig1,1449893_a_at,NA
Lrig1,1419928_at,NA
Lrmp,1448409_at,NA
Lrp1,1448655_at,NA
Lrp10,1416836_at,NA
Lrp1b,1450211_at,NA
Lrp2,1427621_at,NA
Lrp4,1426288_at,NA
Lrp5,1449299_at,NA
Lrp6,1451022_at,NA
Lrp8,1421459_a_at,NA
Lrpap1,1426696_at,turquoise
Lrpap1,1426697_a_at,NA
Lrpap1,1452148_at,NA
Lrpap1,1436609_a_at,turquoise
Lrpb7,1432083_a_at,NA
Lrpprc,1424353_at,turquoise
Lrrc1,1452411_at,red
Lrrc14,1424419_at,midnightblue
Lrrc16,1451804_a_at,red
Lrrc2,1427388_at,NA
Lrrc20,1438422_at,grey
Lrrc33,1451174_at,NA
Lrrc35,1434330_at,NA
Lrrc35,1454930_at,NA
Lrrc3b,1451245_at,black
Lrrc4,1416097_at,red
Lrrc40,1448720_at,NA
Lrrc41,1427125_s_at,NA
Lrrc42,1424049_at,grey
Lrrc46,1424909_at,NA
Lrrc48,1424340_at,purple
Lrrc49,1451173_at,turquoise
Lrrc50,1421974_at,NA
Lrrc50,1450441_at,NA
Lrrc51,1429212_a_at,NA
Lrrc6,1420660_at,yellow
Lrrc8,1434694_at,greenyellow
Lrrc8c,1423614_at,NA
Lrrfip1,1437477_at,NA
Lrrfip1,1433842_at,brown
Lrrfip1,1448487_at,NA
Lrrfip2,1436510_a_at,NA
Lrrk1,1451986_s_at,NA
Lrrk1,1437330_at,NA
Lrrk1,1451985_at,NA
Lrrk2,1431394_a_at,brown
Lrrn1,1416053_at,midnightblue
Lrrn6a,1428118_at,lightyellow
Lrrtm1,1452624_at,NA
Lrrtm1,1437746_at,NA
Lrrtm1,1455883_a_at,NA
Lrrtm2,1456637_at,NA
Lsm1,1423873_at,turquoise
Lsm10,1417515_at,NA
Lsm2,1451884_a_at,NA
Lsm3,1448536_at,NA
Lsm4,1448622_at,grey
Lsm5,1418656_at,NA
Lsm7,1417313_at,NA
Lsm8,1448703_at,green
Lsp1,1417756_a_at,NA
Lss,1426913_at,NA
Lss,1420014_at,NA
Lss,1420013_s_at,NA
Lst1,1425548_a_at,NA
Lta,1420353_at,NA
Lta4h,1426807_at,NA
Lta4h,1453528_at,NA
Lta4h,1434790_a_at,grey
Ltap,1419218_at,NA
Ltb,1419135_at,NA
Ltb4dh,1417777_at,NA
Ltb4r1,1420407_at,NA
Ltbp1,1448870_at,NA
Ltbp2,1418061_at,NA
Ltbp3,1438312_s_at,green
Ltbp3,1418049_at,green
Ltbp4,1436665_a_at,NA
Ltbr,1416435_at,NA
Ltc4s,1419692_a_at,NA
Ltf,1450009_at,NA
Ltk,1460300_a_at,green
Lu,1424791_a_at,NA
Luc7l,1431181_a_at,NA
Luc7l,1452708_a_at,NA
Luc7l,1428255_at,NA
Luc7l2,1436165_at,NA
Luc7l2,1427087_at,NA
Luc7l2,1436767_at,NA
Luc7l2,1423251_at,NA
Lum,1423607_at,NA
Luzp1,1416469_at,blue
Luzp1,1448352_at,blue
Luzp5,1417926_at,NA
Lxn,1416503_at,grey
Ly6a,1417185_at,NA
Ly6c,1421571_a_at,NA
Ly6d,1416930_at,NA
Ly6f,1450562_at,NA
Ly6g6c,1422749_at,NA
Ly6g6d,1450774_at,NA
Ly6h,1422625_at,NA
Ly6i,1425890_at,NA
Ly75,1449328_at,NA
Ly86,1422903_at,NA
Ly9,1449156_at,NA
Ly96,1449874_at,NA
Lyar,1417511_at,NA
Lycat,1434690_at,yellow
Lyl1,1419120_at,NA
Lyn,1425598_a_at,NA
Lyn,1451318_a_at,NA
Lynx1,1417283_at,blue
Lypdc1,1431569_a_at,grey
Lypla1,1448244_at,turquoise
Lypla2,1417433_at,NA
Lypla3,1422341_s_at,NA
Lypla3,1423704_at,NA
Lyplal1,1451490_at,NA
Lysmd1,1460438_at,NA
Lysmd2,1428626_at,NA
Lysmd3,1460335_at,NA
Lyst,1434674_at,midnightblue
Lyst,1421384_at,NA
Lyst,1425973_at,NA
Lyzl1,1449892_at,NA
Lyzl4,1424911_a_at,NA
Lyzs,1423547_at,NA
Lzp-s,1439426_x_at,NA
Lzp-s,1436996_x_at,NA
Lzp-s,1450822_at,NA
Lztfl1,1417170_at,NA
Lztfl1,1460200_s_at,greenyellow
Lztr1,1450927_at,brown
Lztr1,1455928_x_at,NA
Lztr2,1450734_at,NA
Lzts2,1426409_at,grey
M6pr,1416386_a_at,NA
M6pr,1416385_a_at,NA
M6prbp1,1416424_at,NA
Mab21l1,1424679_at,red
Mab21l1,1421369_a_at,NA
Mab21l2,1418934_at,NA
Macf1,1428848_a_at,NA
Macf1,1428847_a_at,NA
Mad,1422002_at,NA
Mad1l1,1425252_a_at,NA
Mad2l1,1422460_at,midnightblue
Mad2l1bp,1415720_s_at,NA
Mad2l2,1460348_at,NA
Madcam1,1425253_a_at,NA
Madd,1425735_at,NA
Maf1,1420047_at,NA
Maf1,1420046_s_at,NA
Maf1,1451126_at,purple
Mafb,1451716_at,pink
Mafb,1451715_at,NA
Maff,1418936_at,NA
Mafg,1448916_at,NA
Mafg,1434054_at,grey
Mafk,1418616_at,green
Mag,1460219_at,NA
Magea1 /// Magea2 /// Magea3 /// Magea5 /// Magea6 /// Magea8,1450542_s_at,NA
Magea4,1450594_at,NA
Magea5,1422325_at,NA
Magea6,1422357_at,NA
Magea7,1422423_at,NA
Mageb1 /// Mageb2 /// Mageb3,1422345_s_at,NA
Mageb3,1450293_at,NA
Maged1,1450062_a_at,NA
Maged2,1426306_a_at,yellow
Magee1,1422431_at,brown
Mageh1,1422498_at,NA
Magel2,1417217_at,NA
Magi1,1427246_at,greenyellow
Magi1,1452369_at,yellow
Magi1,1451893_s_at,NA
Magi2,1420532_at,NA
Magi3,1421035_a_at,NA
Magi3,1450101_a_at,pink
Magoh,1416212_at,NA
Mak,1422725_at,pink
Mak,1422724_at,NA
Mak10,1433570_s_at,NA
Mak10,1454657_s_at,NA
Mak10,1460544_at,NA
Mal,1432558_a_at,NA
Mal,1417275_at,NA
Mal2,1427042_at,green
Malat1,1452378_at,NA
Malat1,1427285_s_at,NA
Maml1,1452188_at,NA
Maml1,1426769_s_at,NA
Man1a,1417110_at,grey
Man1a,1417111_at,grey
Man1a2,1420976_at,NA
Man1a2,1420977_at,NA
Man1b,1456534_at,NA
Man1b1,1452235_at,NA
Man2a1,1448647_at,midnightblue
Man2b1,1416340_a_at,NA
Man2b1,1436781_at,NA
Man2b2,1416584_at,NA
Man2b2,AFFX-18SRNAMur/X00686_5_at,brown
Man2b2 /// Pigt /// D230007K08Rik,AFFX-18SRNAMur/X00686_M_at,NA
Man2c1,1423688_at,NA
Man2c1,1423687_a_at,turquoise
Manba,1450626_at,yellow
Manbal,1424061_at,NA
Mansc1,1423284_at,turquoise
Maoa,1428667_at,NA
Map1lc3a,1451290_at,grey
Map1lc3b,1428024_at,NA
Map1lc3b,1415929_at,purple
Map1lc3b,1415928_a_at,NA
Map1lc3b /// LOC434375,1415930_a_at,NA
Map2k1,1416351_at,grey
Map2k1ip1,1416272_at,NA
Map2k2,1460636_at,NA
Map2k2,1415974_at,NA
Map2k3,1425456_a_at,NA
Map2k3,1451714_a_at,NA
Map2k4,1426233_at,brown
Map2k4,1451982_at,NA
Map2k5,1417854_at,grey
Map2k5,1453712_a_at,NA
Map2k5,1455941_s_at,NA
Map2k6,1426850_a_at,NA
Map2k7,1451736_a_at,NA
Map2k7,1425393_a_at,NA
Map2k7,1421416_at,NA
Map2k7,1425513_at,NA
Map2k7,1425512_at,NA
Map3k1,1424850_at,green
Map3k11,1450669_at,NA
Map3k12,1417115_at,NA
Map3k12,1438908_at,NA
Map3k12,1456565_s_at,NA
Map3k14,1422999_at,NA
Map3k14,1434364_at,NA
Map3k2,1422250_at,NA
Map3k3,1426687_at,NA
Map3k3,1426686_s_at,NA
Map3k4,1421450_a_at,grey
Map3k4,1450253_a_at,NA
Map3k5,1421340_at,NA
Map3k6,1449901_a_at,grey
Map3k7,1449693_at,NA
Map3k7,1455441_at,midnightblue
Map3k7,1425795_a_at,NA
Map3k7,1419988_at,NA
Map3k7ip1,1426898_at,NA
Map3k7ip2,1451003_at,NA
Map3k7ip2,1423462_at,black
Map3k8,1419208_at,NA
Map4k1,1439323_a_at,NA
Map4k2,1450244_a_at,NA
Map4k2,1428297_at,NA
Map4k3,1426759_at,brown
Map4k4,1459912_at,NA
Map4k4,1422615_at,NA
Map4k4,1448050_s_at,NA
Map4k5,1427376_a_at,NA
Map4k5,1427083_a_at,NA
Map4k5,1427084_a_at,yellow
Mapk1,1419568_at,green
Mapk1,1426585_s_at,black
Mapk10,1448342_at,NA
Mapk10,1437195_x_at,NA
Mapk11,1421926_at,lightyellow
Mapk11,1421925_at,NA
Mapk12,1449283_a_at,NA
Mapk13,1448871_at,NA
Mapk14,1416703_at,NA
Mapk14,1426104_at,NA
Mapk14,1451927_a_at,NA
Mapk14,1416704_at,NA
Mapk3,1427060_at,NA
Mapk6,1419169_at,NA
Mapk6,1419168_at,NA
Mapk7,1418060_a_at,NA
Mapk8,1420931_at,NA
Mapk8,1437045_at,NA
Mapk8,1420932_at,brown
Mapk8ip1,1425679_a_at,green
Mapk8ip2,1418786_at,NA
Mapk8ip2,1449225_a_at,NA
Mapk8ip2,1418785_at,NA
Mapk8ip3,1416437_a_at,NA
Mapk8ip3,1425975_a_at,NA
Mapk9,1421878_at,turquoise
Mapk9,1421877_at,NA
Mapk9,1421876_at,NA
Mapkap1,1417284_at,midnightblue
Mapkap1,1427212_at,grey
Mapkapk2,1426648_at,NA
Mapkapk5,1417016_at,NA
Mapkbp1,1423403_at,NA
Mapkbp1,1450973_s_at,NA
Mapre1,1428819_at,grey
Mapre1,1428820_at,NA
Mapre1,1422764_at,red
Mapre1,1450740_a_at,NA
Mapre1,1422765_at,NA
Mapre2,1451989_a_at,NA
Mapre2,1426244_at,turquoise
Mapre2,1451990_at,NA
Mapre2,1426245_s_at,NA
Mapre3,1427079_at,turquoise
Mapt,1417885_at,NA
Mapt,1424718_at,NA
Mapt,1424719_a_at,red
Marcks,1456700_x_at,turquoise
Marcks,1415971_at,turquoise
Marcks,1415972_at,turquoise
Marcks,1456028_x_at,turquoise
Marcks,1415973_at,turquoise
Marcks,1437034_x_at,NA
Marco,1449498_at,NA
Mare,1433548_at,NA
Mark1,1425510_at,grey
Mark1,1425509_at,NA
Mark1,1449630_s_at,grey
Mark1,1425511_at,NA
Mark1,1419834_x_at,grey
Mark2,1415953_s_at,NA
Mark2,1435889_at,NA
Mark2,1415952_at,NA
Mark3,1418316_a_at,NA
Mark4,1453569_s_at,NA
Mark4,1439051_a_at,NA
Mark4,1456618_at,NA
Marveld1,1436773_x_at,NA
Marveld1,1433538_at,NA
Marveld1,1439381_x_at,NA
Marveld2,1426914_at,NA
Marveld3,1451764_at,NA
Mas1,1422936_at,green
Masp1,1438602_s_at,NA
Masp1,1455346_at,grey
Masp1,1419677_at,NA
Masp1,1425985_s_at,NA
Masp2,1451759_at,NA
Masp2 /// LOC547378,1420524_a_at,NA
Mass1,1421693_a_at,NA
Mass1,1425314_at,NA
Mast1,1449423_at,NA
Mast1,1432255_at,NA
Mast2,1417324_at,grey
Mast3,1435666_at,pink
Mastl,1423525_at,NA
Mastl,1423524_at,NA
Mat1a,1423147_at,NA
Mat2a,1433576_at,grey
Mat2a,1456636_at,NA
Mat2a,1439386_x_at,NA
Mat2a,1423667_at,NA
Mat2a,1438630_x_at,NA
Mat2a,1438976_x_at,NA
Mat2a,1438386_x_at,NA
Mat2a,1456702_x_at,NA
Mat2b,1448196_at,brown
Matk,1432329_a_at,NA
Matk,1421739_a_at,pink
Matn1,1418477_at,NA
Matn2,1455978_a_at,grey
Matn2,1419442_at,grey
Matn3,1422148_at,NA
Matn4,1418464_at,NA
Matp,1451055_at,NA
Matp,1437430_at,NA
Matr3,1434888_a_at,NA
Matr3,1450874_at,brown
Matr3,1438368_a_at,NA
Max,1423501_at,NA
Maz,1427099_at,NA
Mb,1422420_at,NA
Mb,1451203_at,NA
Mbc2,1451099_at,NA
Mbd1,1437061_at,NA
Mbd1,1453678_at,NA
Mbd1,1430838_x_at,NA
Mbd1,1430837_a_at,NA
Mbd1,1417968_a_at,NA
Mbd2,1417165_at,NA
Mbd2,1425803_a_at,NA
Mbd3,1417728_at,NA
Mbd3l1,1426308_at,NA
Mbd3l2,1452644_at,NA
Mbd4,1449490_at,NA
Mbip,1424405_at,NA
Mbl1,1419578_at,NA
Mbl2,1418787_at,NA
Mbnl1,1416904_at,NA
Mbnl3,1422836_at,NA
Mbp,1454651_x_at,NA
Mbp,1436201_x_at,NA
Mbp,1425263_a_at,NA
Mbp,1419646_a_at,NA
Mbp,1433532_a_at,NA
Mbp,1451961_a_at,NA
Mbp,1425264_s_at,green
Mbp,1456228_x_at,NA
Mbtd1,1448641_at,NA
Mbtd1,1417261_at,NA
Mbtps1,1431385_a_at,NA
Mbtps1,1448240_at,NA
Mbtps1,1431386_s_at,NA
Mc1r,1422069_at,NA
Mc2r,1422926_at,NA
Mc3r,1422237_at,NA
Mc5r,1460723_at,NA
Mcam,1416357_a_at,NA
Mcart1,1433816_at,red
Mcart1,1454712_at,NA
Mccc1,1417227_at,NA
Mccc2,1428021_at,NA
Mcee,1438477_a_at,midnightblue
Mcf2,1419021_at,grey
Mcfd2,1424024_at,NA
Mcl1,1456381_x_at,NA
Mcl1,1416880_at,NA
Mcl1,1448503_at,pink
Mcl1,1437527_x_at,NA
Mcl1,1416881_at,NA
Mcl1,1456243_x_at,NA
Mcm10,1433407_at,NA
Mcm10,1433408_a_at,NA
Mcm2,1434079_s_at,NA
Mcm2,1448777_at,NA
Mcm3,1426653_at,NA
Mcm3,1420029_at,NA
Mcm3,1426652_at,NA
Mcm3,1420028_s_at,NA
Mcm3ap,1448711_at,pink
Mcm4,1416214_at,grey
Mcm4,1436708_x_at,NA
Mcm5,1415945_at,NA
Mcm6,1416251_at,NA
Mcm6,1438852_x_at,NA
Mcm7,1416031_s_at,NA
Mcm7,1438320_s_at,NA
Mcm7,1416030_a_at,NA
Mcm7 /// LOC433027 /// LOC436369,1439269_x_at,NA
Mcoln1,1416672_s_at,NA
Mcoln1,1416671_a_at,grey
Mcoln2,1431705_a_at,NA
Mcoln3,1450148_at,NA
Mcp,1421586_a_at,NA
Mcpt-ps1,1427755_at,NA
Mcpt1,1422352_at,NA
Mcpt2,1449989_at,NA
Mcpt4,1425967_a_at,NA
Mcpt5,1449456_a_at,NA
Mcpt6,1422180_a_at,NA
Mcpt6,1451802_at,NA
Mcpt7,1426175_a_at,NA
Mcpt8,1449965_at,NA
Mcrs1 /// LOC433780,1416535_at,NA
Mcsp,1418358_at,NA
Mcts1,1425018_at,NA
Mdfi,1420713_a_at,NA
Mdfi,1425924_at,NA
Mdfic,1427040_at,NA
Mdh1,1448172_at,NA
Mdh1,1436834_x_at,NA
Mdh1,1454925_x_at,NA
Mdh1,1434319_at,NA
Mdh2,1416478_a_at,NA
Mdh2,1433984_a_at,NA
Mdk,1416006_at,NA
Mdm1,1451053_a_at,NA
Mdm2,1427718_a_at,NA
Mdm2,1423605_a_at,NA
Mdm4,1460542_s_at,NA
Mdm4,1419558_at,NA
Mdn1,1417675_a_at,grey
Mdn1,1432675_at,NA
Mds1,1422295_at,NA
Me2,1426573_at,NA
Me2,1426572_at,NA
Mea1,1437943_s_at,NA
Mea1,1416810_at,NA
Mecp2,1460246_at,NA
Mecp2,1449266_at,NA
Med12l,1452864_at,orange
Med19,1452395_at,purple
Med19,1427332_at,NA
Med25,1448637_at,NA
Med28,1416508_at,NA
Med28,1448374_at,NA
Med31,1417387_at,yellow
Med6,1424264_at,NA
Med8,1431423_a_at,purple
Med9,1449448_at,NA
Med9,1419377_at,NA
Mef2a,1427185_at,NA
Mef2a,1421252_a_at,NA
Mef2a,1427186_a_at,NA
Mef2a,1452347_at,purple
Mef2a,1425426_a_at,NA
Mef2b,1421541_a_at,NA
Mef2c,1451507_at,NA
Mef2c,1451506_at,grey
Mef2c,1421028_a_at,grey
Mef2c,1424852_at,grey
Mef2c,1421027_a_at,NA
Mef2d,1421388_at,NA
Mef2d,1434487_at,grey
Mefv,1460283_at,NA
Meig1,1423410_at,greenyellow
Meis1,1450992_a_at,NA
Mela,1456182_x_at,NA
Mela,1433438_x_at,NA
Mela,1456456_x_at,NA
Melk,1416558_at,NA
Mell1,1449432_a_at,NA
Mem1,1427622_at,NA
Men1,1416348_at,NA
Men1,1416347_at,NA
Meox1,1417595_at,NA
Meox2,1424234_s_at,NA
Meox2,1424233_at,NA
Mep1a,1450719_at,NA
Mep1b,1418215_at,NA
Mepe,1421650_at,NA
Mertk,1422869_at,NA
Mesdc1,1416397_at,NA
Mesdc1,1416398_at,NA
Mesdc2,1416181_at,NA
Mesp1,1426557_at,NA
Mesp2,1419629_at,NA
Mest,1423294_at,NA
Met,1422990_at,NA
Metap1,1426837_at,NA
Metap1,1426835_at,NA
Metap1,1426836_s_at,NA
Metap2,1434120_a_at,NA
Metap2,1423610_at,NA
Metap2,1451048_at,NA
Metapl1,1452464_a_at,NA
Metapl1,1453517_at,NA
Metrn,1427101_at,NA
Metrn,1427100_at,NA
Metrnl,1424356_a_at,NA
Mettl1,1419122_at,NA
Mettl3,1436049_at,NA
Mettl3,1423099_a_at,NA
Mettl5,1460519_a_at,NA
Mfap1,1449445_x_at,NA
Mfap1,1419370_a_at,NA
Mfap1,1449444_a_at,NA
Mfap2,1417359_at,NA
Mfap3,1424721_at,NA
Mfap3,1451464_at,NA
Mfap4,1424010_at,NA
Mfap5,1418454_at,NA
Mfap5,1449082_at,NA
Mfge8,1420911_a_at,NA
Mfhas1,1429005_at,grey
Mfi2 /// LOC547262,1419755_at,NA
Mfn1,1449697_s_at,grey
Mfn1,1426773_at,NA
Mfn2,1448131_at,NA
Mfn2,1451900_at,NA
Mfng,1416992_at,NA
Mfsd1,1424129_at,NA
Mfsd1,1451247_at,NA
Mga,1431232_a_at,brown
Mga,1422646_at,NA
Mgat1,1423609_a_at,NA
Mgat2,1426350_at,NA
Mgat2,1452037_at,NA
Mgat3,1422145_at,NA
Mgat4b,1424720_at,NA
Mgat5,1425744_a_at,NA
MGC102419,1452931_at,NA
MGC107514,1454623_at,NA
MGC117751,1447997_s_at,NA
MGC25972,1424352_at,NA
MGC27770,1424930_s_at,NA
MGC29978,1424451_at,NA
MGC30332,1426126_a_at,NA
MGC38735,1424481_s_at,black
MGC5739,1423889_at,NA
MGC60818,1435013_at,NA
