"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000149600","COMMD7",9.5,4.76666666666667,3.48,2.96666666666667,3.5
"ENSG00000169019","COMMD8",2.5,1.24166666666667,1.44,1.1,0.75
"ENSG00000110442","COMMD9",3.6,2.45,1.6,1.4,0.7
"ENSG00000105664","COMP",0.1,0.1,0.1,0.1,0.1
"ENSG00000093010","COMT",0.3,3.38333333333333,1.12,0.866666666666667,2.35
"ENSG00000165644","COMTD1",0.1,0.1,0.1,0.1,0.15
"ENSG00000122218","COPA",8.8,6.34166666666667,8.36,11.1333333333333,3
"ENSG00000129083","COPB1",16,14.525,14.28,30.5333333333333,6
"ENSG00000184432","COPB2",25,23.25,18.04,16.2,4.5
"ENSG00000105669","COPE",0.1,1.13333333333333,0.18,0.3,0.8
"ENSG00000181789","COPG1",6.6,5.325,4.62,3.63333333333333,3.05
"ENSG00000158623","COPG2",7.8,2.73333333333333,3.56,2.73333333333333,1.45
"ENSG00000166200","COPS2",13.6,4.825,9.06,9.2,2.8
"ENSG00000141030","COPS3",17.9,6.04166666666667,10.28,10.1666666666667,3.4
"ENSG00000138663","COPS4",30.4,15.0416666666667,10.36,8.53333333333333,5.2
"ENSG00000121022","COPS5",17.9,14.15,18.44,7.8,4.95
"ENSG00000168090","COPS6",11.9,11.425,12.12,8.23333333333333,7.5
"ENSG00000111652","COPS7A",14.5,11.55,7.02,2.73333333333333,4.75
"ENSG00000144524","COPS7B",1.7,4.24166666666667,2.96,1.76666666666667,1.7
"ENSG00000198612","COPS8",18.7,7.725,4.64,2.06666666666667,1.8
"ENSG00000111481","COPZ1",11.9,10.4,7.78,5.4,4.65
"ENSG00000005243","COPZ2",0.1,1.625,0.92,0.4,1.8
"ENSG00000135469","COQ10A",6.1,9.275,3.12,2.2,2.2
"ENSG00000115520","COQ10B",6.8,5.4,4,8.2,4.05
"ENSG00000173085","COQ2",1.3,1.21666666666667,0.78,2.96666666666667,0.4
"ENSG00000132423","COQ3",6.1,3.91666666666667,1.74,0.633333333333333,0.1
"ENSG00000167113","COQ4",0.8,1.15,0.6,0.366666666666667,0.7
"ENSG00000110871","COQ5",8.5,7.025,6.58,2.73333333333333,0.95
"ENSG00000119723","COQ6",3.6,2.28333333333333,1.82,0.833333333333333,1.65
"ENSG00000167186","COQ7",3.1,2.4,1.92,1.03333333333333,0.45
"ENSG00000088682","COQ9",2.8,7.29166666666667,1.96,0.6,1.75
"ENSG00000145244","CORIN",0.1,0.1,0.1,0.1,0.1
"ENSG00000102879","CORO1A",0.1,0.108333333333333,0.12,1.4,0.1
"ENSG00000172725","CORO1B",0.1,0.116666666666667,0.1,0.1,0.15
"ENSG00000110880","CORO1C",10.3,3.70833333333333,14.8,11.2,5.3
"ENSG00000106789","CORO2A",0.7,0.108333333333333,0.1,0.1,0.15
"ENSG00000103647","CORO2B",3.8,7.05,2.74,0.133333333333333,1
"ENSG00000167549","CORO6",1.8,0.166666666666667,0.1,0.1,0.15
"ENSG00000282725","CORO7",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000103426","CORO7-PAM16",0.1,0.1,0.1,0.1,0.1
"ENSG00000241563","CORT",1.9,0.208333333333333,0.12,0.1,0.15
"ENSG00000103187","COTL1",2.3,5.85,4.84,14.2333333333333,0.9
"ENSG00000006695","COX10",2,0.808333333333333,0.52,0.433333333333333,0.4
"ENSG00000166260","COX11",6.1,2.84166666666667,3.28,1.2,1.15
"ENSG00000178449","COX14",30.3,9.98333333333333,11.52,5.6,4.1
"ENSG00000014919","COX15",2.9,3.64166666666667,2.34,1.6,0.75
"ENSG00000133983","COX16",8.2,5.15833333333333,6.06,3.06666666666667,1.05
"ENSG00000138495","COX17",3.4,2.61666666666667,2.6,1.36666666666667,5.05
"ENSG00000163626","COX18",0.9,0.991666666666667,0.58,0.466666666666667,0.1
"ENSG00000240230","COX19",0.3,0.35,0.44,0.933333333333333,0.15
"ENSG00000203667","COX20",6.5,8.275,4.98,1.93333333333333,1.95
"ENSG00000131143","COX4I1",42.8,67.2916666666667,39.48,30.5333333333333,73.75
"ENSG00000131055","COX4I2",0.1,0.108333333333333,0.1,0.1,1.05
"ENSG00000178741","COX5A",110.4,40.6083333333333,31.86,16.1333333333333,10.45
"ENSG00000135940","COX5B",19.5,28.9583333333333,16.22,6.9,24.4
"ENSG00000111775","COX6A1",112.9,67.3166666666667,93.32,29.7333333333333,99.1
"ENSG00000156885","COX6A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000126267","COX6B1",115.1,100.675,58.14,53.5333333333333,54.35
"ENSG00000160471","COX6B2",0.1,0.1,0.1,0.1,0.1
"ENSG00000164919","COX6C",136.7,46.7333333333333,61.5,23.2,26.3
"ENSG00000161281","COX7A1",1.7,0.925,0.58,0.133333333333333,7.4
"ENSG00000112695","COX7A2",61,35.175,43.7,15.1333333333333,34.8
"ENSG00000115944","COX7A2L",47.6,10.8166666666667,16.18,9.7,6.65
"ENSG00000131174","COX7B",173.5,93.775,75.68,60.3666666666667,34.95
"ENSG00000170516","COX7B2",0.1,0.166666666666667,0.1,0.1,0.1
"ENSG00000127184","COX7C",405.1,153.616666666667,175.76,112.466666666667,109.9
"ENSG00000176340","COX8A",23.4,23,11.98,11.1333333333333,14.35
"ENSG00000187581","COX8C",0.1,0.1,0.24,0.1,0.2
"ENSG00000047457","CP",0.1,0.1,0.1,0.1,0.45
"ENSG00000091704","CPA1",0.1,0.1,0.1,0.1,0.1
"ENSG00000158516","CPA2",0.1,0.141666666666667,0.1,0.1,0.1
"ENSG00000163751","CPA3",0.2,0.1,0.1,0.1,0.1
"ENSG00000128510","CPA4",0.1,0.1,0.1,0.1,0.1
"ENSG00000158525","CPA5",0.1,0.1,0.1,0.1,0.1
"ENSG00000165078","CPA6",0.1,0.1,0.1,0.1,0.1
"ENSG00000160111","CPAMD8",0.1,0.1,0.1,0.1,0.1
"ENSG00000153002","CPB1",0.1,0.1,0.44,0.1,0.1
"ENSG00000080618","CPB2",0.1,0.116666666666667,0.4,0.133333333333333,0.1
"ENSG00000108582","CPD",5.5,2.35833333333333,4.16,2.96666666666667,6.5
"ENSG00000109472","CPE",92.1,657.233333333333,28.48,1.53333333333333,26.65
"ENSG00000214575","CPEB1",3,1.10833333333333,2.4,0.1,0.25
"ENSG00000137449","CPEB2",5,2.89166666666667,4.12,1.56666666666667,0.95
"ENSG00000107864","CPEB3",5.8,4.48333333333333,1.38,2.8,0.6
"ENSG00000113742","CPEB4",15.9,16.325,10.96,12.4,2.6
"ENSG00000168993","CPLX1",0.7,0.158333333333333,0.1,0.1,0.15
"ENSG00000145920","CPLX2",8.9,0.25,0.2,0.1,1.05
"ENSG00000213578","CPLX3",1.8,0.133333333333333,0.1,0.1,0.25
"ENSG00000166569","CPLX4",0.1,0.1,0.1,0.1,0.1
"ENSG00000135678","CPM",0.6,2.48333333333333,3.58,4.56666666666667,3.15
"ENSG00000120054","CPN1",0.1,0.1,0.1,0.1,0.1
"ENSG00000178772","CPN2",0.1,0.1,0.1,0.1,0.1
"ENSG00000214078","CPNE1",3,2.025,0.68,1,0.9
"ENSG00000140848","CPNE2",3,1.90833333333333,2.74,0.7,2.35
"ENSG00000085719","CPNE3",4.2,17.1166666666667,8.22,6.93333333333333,4.55
"ENSG00000196353","CPNE4",6.1,0.125,0.2,0.1,0.2
"ENSG00000124772","CPNE5",1.2,0.133333333333333,0.38,0.133333333333333,0.4
"ENSG00000100884","CPNE6",4.1,5.05833333333333,0.1,0.1,0.35
"ENSG00000178773","CPNE7",0.1,0.1,0.1,0.1,0.1
"ENSG00000139117","CPNE8",6.8,4.16666666666667,0.8,0.433333333333333,3.6
"ENSG00000144550","CPNE9",0.4,0.1,0.1,0.1,0.1
"ENSG00000144410","CPO",0.5,0.216666666666667,0.1,0.1,0.2
"ENSG00000080819","CPOX",2.4,0.666666666666667,4.78,0.533333333333333,0.1
"ENSG00000103381","CPPED1",0.6,0.525,2.52,0.766666666666667,0.65
"ENSG00000104324","CPQ",3.3,17.9333333333333,9.08,7.66666666666667,5.9
"ENSG00000021826","CPS1",0.4,1.38333333333333,1.92,0.233333333333333,0.2
"ENSG00000280837","CPS1-IT1",0.1,0.1,0.12,0.1,0.1
"ENSG00000071894","CPSF1",0.1,0.266666666666667,0.1,0.2,0.2
"ENSG00000165934","CPSF2",3.2,6.5,6.4,5.33333333333333,1.45
"ENSG00000119203","CPSF3",5.6,5.54166666666667,7.08,8.46666666666667,2.15
"ENSG00000127054","CPSF3L",0.1,0.433333333333333,0.24,0.3,0.35
"ENSG00000160917","CPSF4",4.3,1.625,2.04,1.06666666666667,0.85
"ENSG00000187959","CPSF4L",0.1,0.1,0.1,0.1,0.1
"ENSG00000111605","CPSF6",8.6,3.075,4.56,5.83333333333333,1.25
"ENSG00000149532","CPSF7",4.2,7.09166666666667,4.26,4,3.55
"ENSG00000110090","CPT1A",0.9,7.94166666666667,0.56,0.433333333333333,2.4
"ENSG00000205560","CPT1B",0.1,0.375,0.32,0.266666666666667,0.1
"ENSG00000169169","CPT1C",1.9,0.791666666666667,0.68,0.133333333333333,0.3
"ENSG00000157184","CPT2",0.1,3,0.76,0.7,0.25
"ENSG00000106066","CPVL",1.1,0.95,5.9,46,1.2
"ENSG00000147183","CPXCR1",0.1,0.1,0.1,0.1,0.1
"ENSG00000088882","CPXM1",0.1,0.1,0.12,0.1,0.1
"ENSG00000121898","CPXM2",0.1,0.1,0.1,0.1,0.1
"ENSG00000109625","CPZ",0.1,0.1,0.1,0.1,0.1
"ENSG00000203710","CR1",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000197721","CR1L",0.1,0.1,0.1,0.1,0.1
"ENSG00000117322","CR2",0.1,0.1,0.1,0.1,0.1
"ENSG00000166426","CRABP1",4.2,0.841666666666667,0.18,0.1,0.45
"ENSG00000143320","CRABP2",0.3,0.266666666666667,0.14,0.566666666666667,0.1
"ENSG00000169372","CRADD",1.9,1.50833333333333,1.24,0.466666666666667,0.5
"ENSG00000095321","CRAT",0.3,2.39166666666667,0.36,0.166666666666667,0.6
"ENSG00000134376","CRB1",2,10.7916666666667,2.56,0.1,0.1
"ENSG00000148204","CRB2",0.1,0.308333333333333,0.1,0.1,0.1
"ENSG00000130545","CRB3",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000113851","CRBN",16.8,11.4666666666667,15.68,4.4,8.55
"ENSG00000241258","CRCP",0.7,1.31666666666667,0.92,1.26666666666667,0.7
"ENSG00000169509","CRCT1",0.1,0.1,0.1,0.1,0.1
"ENSG00000118260","CREB1",3.7,2.19166666666667,3.26,3.4,1.65
"ENSG00000107175","CREB3",1.7,2.71666666666667,3.26,0.1,0.1
"ENSG00000157613","CREB3L1",0.1,0.125,0.32,0.1,0.1
"ENSG00000182158","CREB3L2",1.1,2.74166666666667,4.82,10.4333333333333,2.8
"ENSG00000060566","CREB3L3",0.1,0.1,0.1,0.1,0.1
"ENSG00000143578","CREB3L4",0.1,0.341666666666667,0.1,0.1,0.1
"ENSG00000146592","CREB5",1.8,0.708333333333333,16.62,0.633333333333333,0.25
"ENSG00000005339","CREBBP",3.4,4.00833333333333,3.4,5.46666666666667,3.25
"ENSG00000111269","CREBL2",7.8,10.9416666666667,6.22,17.4,1.8
"ENSG00000137504","CREBZF",6,3.63333333333333,3.36,2.6,0.85
"ENSG00000143162","CREG1",24.3,16.2583333333333,19,88.2666666666667,15.1
"ENSG00000175874","CREG2",18.7,0.175,2.12,0.133333333333333,0.9
"ENSG00000163703","CRELD1",3.5,2.04166666666667,1.26,0.966666666666667,1.15
"ENSG00000184164","CRELD2",0.4,3.38333333333333,1.2,0.466666666666667,0.7
"ENSG00000095794","CREM",5,6.3,10.38,75.9333333333333,6.3
"ENSG00000147571","CRH",17.1,0.191666666666667,0.1,0.1,0.9
"ENSG00000145708","CRHBP",16.6,0.166666666666667,1.56,0.6,0.4
"ENSG00000263715","CRHR1",0.1,0.1,0.1,0.1,0.1
"ENSG00000106113","CRHR2",0.4,0.1,0.1,0.1,0.1
"ENSG00000150938","CRIM1",6.1,8.53333333333333,1.4,1.06666666666667,6.15
"ENSG00000213145","CRIP1",0.1,0.108333333333333,0.1,0.1,1.65
"ENSG00000182809","CRIP2",0.2,0.141666666666667,0.14,0.1,0.6
"ENSG00000146215","CRIP3",1.2,0.466666666666667,0.58,0.1,0.3
"ENSG00000179979","CRIPAK",1.7,1.60833333333333,0.82,2.83333333333333,0.75
"ENSG00000119878","CRIPT",8.5,5.88333333333333,6.22,1.56666666666667,1.05
"ENSG00000124812","CRISP1",0.1,0.1,0.1,0.1,0.1
"ENSG00000124490","CRISP2",0.1,0.1,0.1,0.1,0.1
"ENSG00000096006","CRISP3",0.1,0.1,0.1,0.1,0.1
"ENSG00000121005","CRISPLD1",1.1,0.641666666666667,1.36,0.1,0.2
"ENSG00000103196","CRISPLD2",0.3,0.291666666666667,2.58,0.166666666666667,0.5
"ENSG00000167193","CRK",5.6,4.525,3.54,5.63333333333333,2.45
"ENSG00000099942","CRKL",7.9,11.4666666666667,7.92,5.46666666666667,2.45
"ENSG00000006016","CRLF1",0.1,0.216666666666667,0.1,0.1,0.1
"ENSG00000205755","CRLF2",0.1,0.1,0.1,0.1,0.1
"ENSG00000176390","CRLF3",1.5,1.6,1.52,5.1,0.9
"ENSG00000088766","CRLS1",5.3,3.21666666666667,2.2,1.43333333333333,0.7
"ENSG00000072832","CRMP1",6.7,5.3,1.7,0.1,0.55
"ENSG00000245694","CRNDE",0.3,0.1,0.24,0.166666666666667,0.1
"ENSG00000101343","CRNKL1",7.5,7.55,6.22,5.56666666666667,2.9
"ENSG00000143536","CRNN",0.1,0.1,0.1,0.1,0.1
"ENSG00000058453","CROCC",0.1,0.1,0.1,0.2,0.1
"ENSG00000215908","CROCCP2",3.7,1.55,2.08,1.46666666666667,1
"ENSG00000080947","CROCCP3",1,0.925,0.34,0.266666666666667,0.2
"ENSG00000005469","CROT",1.6,3.34166666666667,1.26,1.56666666666667,0.3
"ENSG00000132693","CRP",0.1,0.1,0.1,0.1,0.1
"ENSG00000095713","CRTAC1",1.5,0.1,0.72,0.1,0.15
"ENSG00000109943","CRTAM",0.1,0.1,0.1,0.2,0.1
"ENSG00000170275","CRTAP",3.2,6.1,11.56,3.5,2.25
"ENSG00000105662","CRTC1",0.1,0.241666666666667,0.1,0.1,0.1
"ENSG00000160741","CRTC2",0.8,1.125,1.38,2.4,0.9
"ENSG00000140577","CRTC3",1.7,2.91666666666667,6.52,0.166666666666667,2.7
"ENSG00000105392","CRX",0.1,0.1,0.1,0.1,0.1
"ENSG00000008405","CRY1",3.8,1.84166666666667,2.08,5.33333333333333,0.55
"ENSG00000121671","CRY2",2.3,6.56666666666667,1.42,0.8,1.35
"ENSG00000160202","CRYAA",0.1,0.1,0.1,0.1,0.1
"ENSG00000109846","CRYAB",120.7,229.391666666667,1418.96,17.3666666666667,23.8
"ENSG00000108255","CRYBA1",0.1,0.2,0.28,0.366666666666667,0.1
"ENSG00000163499","CRYBA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000196431","CRYBA4",0.1,0.1,0.1,0.1,0.1
"ENSG00000100122","CRYBB1",0.1,0.1,0.1,0.633333333333333,0.25
"ENSG00000244752","CRYBB2",0.1,0.125,0.1,0.1,0.45
"ENSG00000100058","CRYBB2P1",2.8,1.375,1.98,0.8,1.85
"ENSG00000100053","CRYBB3",0.1,0.1,0.1,0.1,0.1
"ENSG00000168582","CRYGA",0.1,0.1,0.1,0.1,0.1
"ENSG00000182187","CRYGB",0.1,0.1,0.1,0.1,0.1
"ENSG00000163254","CRYGC",0.1,0.1,0.1,0.1,0.1
"ENSG00000118231","CRYGD",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000127377","CRYGN",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000213139","CRYGS",2.6,0.825,0.6,0.733333333333333,0.25
"ENSG00000165475","CRYL1",2.1,10.4083333333333,6.62,2.13333333333333,1.05
"ENSG00000103316","CRYM",10.6,1.09166666666667,0.28,0.1,1.5
"ENSG00000189149","CRYM-AS1",0.1,0.1,0.1,0.1,0.1
"ENSG00000116791","CRYZ",2.8,4.19166666666667,3.18,3.3,0.2
"ENSG00000205758","CRYZL1",13.6,9.925,11.28,4.53333333333333,1.9
"ENSG00000062485","CS",21.2,21.85,8.1,11.1666666666667,6.8
"ENSG00000139631","CSAD",3.6,2.05,1.52,1.23333333333333,0.85
"ENSG00000198930","CSAG1",0.1,0.1,0.1,0.1,0.4
"ENSG00000268902","CSAG2",0.1,0.1,0.1,0.1,0.1
"ENSG00000268916","CSAG3",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000261614","CSDAP1",0.1,0.1,0.1,0.1,0.3
"ENSG00000172346","CSDC2",0.1,0.383333333333333,0.1,0.1,0.1
"ENSG00000009307","CSDE1",59.3,31.7166666666667,61.3,53.2,23.75
"ENSG00000124207","CSE1L",22.5,11.6166666666667,21.74,10.6666666666667,7.5
"ENSG00000184371","CSF1",0.4,2.625,0.92,9.56666666666667,0.75
"ENSG00000182578","CSF1R",0.5,1.2,5.26,62.0333333333333,1.95
"ENSG00000164400","CSF2",0.1,0.1,0.1,0.1,0.1
"ENSG00000198223","CSF2RA",0.1,0.316666666666667,1.88,24.5,0.15
"ENSG00000100368","CSF2RB",0.1,0.1,0.1,1.13333333333333,0.1
"ENSG00000108342","CSF3",0.1,0.1,0.1,0.1,0.4
"ENSG00000119535","CSF3R",0.1,0.116666666666667,0.18,3.93333333333333,0.1
"ENSG00000147408","CSGALNACT1",3.2,14.0333333333333,2.44,9.2,0.55
"ENSG00000169826","CSGALNACT2",3.3,2.40833333333333,5.82,2.13333333333333,1.7
"ENSG00000136488","CSH1",0.1,0.1,0.1,0.1,0.1
"ENSG00000213218","CSH2",0.1,0.1,0.1,0.1,0.1
"ENSG00000204414","CSHL1",0.1,0.1,0.1,0.1,0.1
"ENSG00000103653","CSK",0.1,0.4,0.22,0.666666666666667,0.15
"ENSG00000183117","CSMD1",5.1,0.225,1.36,0.1,0.35
"ENSG00000121904","CSMD2",0.5,0.1,0.3,0.1,0.1
"ENSG00000164796","CSMD3",12.7,0.233333333333333,3.64,0.1,0.55
"ENSG00000126545","CSN1S1",0.1,0.1,0.1,0.1,0.1
"ENSG00000234124","CSN1S2AP",0.1,0.1,0.1,0.1,0.1
"ENSG00000135222","CSN2",0.1,0.1,0.1,0.1,0.1
"ENSG00000171209","CSN3",0.1,0.1,0.1,0.1,0.1
"ENSG00000113712","CSNK1A1",18.3,14.3,15.32,33.9333333333333,8
"ENSG00000180138","CSNK1A1L",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000223518","CSNK1A1P1",0.1,0.1,0.1,0.1,0.1
"ENSG00000141551","CSNK1D",1.1,2.55833333333333,1.1,5.63333333333333,2.25
"ENSG00000213923","CSNK1E",2.5,4.2,4.02,1.76666666666667,3.15
"ENSG00000169118","CSNK1G1",2.4,1.49166666666667,1.66,1.76666666666667,0.8
"ENSG00000133275","CSNK1G2",0.1,0.15,0.1,0.1,0.2
"ENSG00000180846","CSNK1G2-AS1",0.1,0.1,0.1,0.1,0.1
"ENSG00000151292","CSNK1G3",5.4,2.19166666666667,2.96,2.46666666666667,3.2
"ENSG00000101266","CSNK2A1",7.6,9.45833333333333,6.18,3.53333333333333,2.55
"ENSG00000070770","CSNK2A2",13.5,11.95,10.36,12.8333333333333,3.95
"ENSG00000206406","CSNK2B",1.6,1.4,1.18,1.53333333333333,0.65
"ENSG00000173546","CSPG4",0.1,0.1,0.38,0.1,0.35
"ENSG00000240450","CSPG4P1Y",0.1,0.1,0.1,0.1,0.1
"ENSG00000114646","CSPG5",6.8,23.0916666666667,12.44,0.233333333333333,0.6
"ENSG00000104218","CSPP1",3.1,2.79166666666667,3.42,1.4,2
"ENSG00000144655","CSRNP1",0.6,1.66666666666667,2.14,8.73333333333333,11.95
"ENSG00000110925","CSRNP2",8.8,2.64166666666667,3.42,1.83333333333333,2.05
"ENSG00000178662","CSRNP3",23.2,1.31666666666667,2.02,0.133333333333333,0.5
"ENSG00000159176","CSRP1",6,110.425,65.92,2.26666666666667,8.15
"ENSG00000175183","CSRP2",2.4,4.94166666666667,0.26,0.133333333333333,7.1
"ENSG00000149474","CSRP2BP",5.5,3.04166666666667,3.84,1.26666666666667,1
"ENSG00000129170","CSRP3",0.1,0.1,0.14,0.1,0.1
"ENSG00000170373","CST1",0.1,0.1,0.1,0.1,0.1
"ENSG00000125831","CST11",0.1,0.1,0.1,0.1,0.1
"ENSG00000170369","CST2",0.1,0.1,0.1,0.1,0.1
"ENSG00000101439","CST3",10.8,319.441666666667,16.52,39.0666666666667,14.2
"ENSG00000101441","CST4",0.1,0.1,0.1,0.1,0.1
"ENSG00000170367","CST5",0.1,0.1,0.1,0.1,0.1
"ENSG00000175315","CST6",0.1,0.1,0.1,0.1,0.1
"ENSG00000077984","CST7",0.1,0.1,0.18,0.533333333333333,0.45
"ENSG00000125815","CST8",0.1,0.1,0.1,0.1,0.1
"ENSG00000173335","CST9",0.1,0.1,0.1,0.1,0.1
"ENSG00000101435","CST9L",0.1,0.1,0.1,0.1,0.1
"ENSG00000121552","CSTA",0.1,0.1,0.22,1.7,0.1
"ENSG00000160213","CSTB",17.5,25.15,13.76,13.1,9.15
"ENSG00000101138","CSTF1",6.8,3.59166666666667,3.16,4.03333333333333,0.8
"ENSG00000101811","CSTF2",2.2,1.20833333333333,0.6,0.766666666666667,0.75
"ENSG00000177613","CSTF2T",1.6,1.775,1.62,0.933333333333333,0.4
"ENSG00000176102","CSTF3",60.5,24.2916666666667,38.74,11,8.3
"ENSG00000125823","CSTL1",0.1,0.1,0.1,0.1,0.1
"ENSG00000268940","CT45A1",0.1,0.1,0.1,0.1,0.45
"ENSG00000271449","CT45A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000269096","CT45A3",0.2,0.1,0.1,0.1,0.25
"ENSG00000228836","CT45A5",0.4,0.1,0.1,0.1,0.8
"ENSG00000278289","CT45A6",0.1,0.1,0.1,0.1,0.3
"ENSG00000236371","CT47A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000224089","CT47A10",0.1,0.1,0.1,0.1,0.1
"ENSG00000226929","CT47A11",0.1,0.1,0.1,0.1,0.1
"ENSG00000230594","CT47A4",0.1,0.1,0.1,0.1,0.1
"ENSG00000237957","CT47A5",0.1,0.1,0.1,0.1,0.1
"ENSG00000226023","CT47A6",0.1,0.1,0.1,0.1,0.1
"ENSG00000228517","CT47A7",0.1,0.1,0.1,0.1,0.1
"ENSG00000230347","CT47A8",0.1,0.1,0.1,0.1,0.1
"ENSG00000236446","CT47B1",0.1,0.1,0.1,0.1,0.1
"ENSG00000225362","CT62",0.1,0.1,0.1,0.1,0.1
"ENSG00000268651","CTAG1A",0.1,0.1,0.1,0.1,0.1
"ENSG00000184033","CTAG1B",0.1,0.1,0.1,0.1,0.1
"ENSG00000126890","CTAG2",0.1,0.1,0.1,0.1,0.1
"ENSG00000212710","CTAGE1",0.1,0.1,0.1,0.1,0.1
"ENSG00000181358","CTAGE10P",0.1,0.1,0.1,0.1,0.1
"ENSG00000214249","CTAGE11P",0.1,0.1,0.1,0.1,0.1
"ENSG00000225932","CTAGE4",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000150527","CTAGE5",3.8,2.04166666666667,1.82,3.86666666666667,1.1
"ENSG00000233122","CTAGE7P",0.1,0.216666666666667,0.12,0.1,0.3
"ENSG00000236761","CTAGE9",0.1,0.1,0.1,0.1,0.1
"ENSG00000159692","CTBP1",1.8,1.875,1.52,1.4,0.75
"ENSG00000175029","CTBP2",2.7,4.08333333333333,2.4,6.33333333333333,4.4
"ENSG00000117151","CTBS",1.3,4.075,2.06,8.73333333333333,6.7
"ENSG00000178971","CTC1",0.6,0.7,0.34,0.633333333333333,0.9
"ENSG00000102974","CTCF",7.1,5.14166666666667,7.14,4.66666666666667,2.75
"ENSG00000124092","CTCFL",0.1,0.1,0.1,0.1,0.1
"ENSG00000175826","CTDNEP1",5.8,6.49166666666667,5.7,5.46666666666667,3.55
"ENSG00000282752","CTDP1",0.1,0.15,0.12,0.166666666666667,0.1
"ENSG00000144579","CTDSP1",0.1,1.01666666666667,0.4,1.5,1.4
"ENSG00000175215","CTDSP2",3.3,10.35,7.3,4.73333333333333,6.65
"ENSG00000144677","CTDSPL",2.1,5.76666666666667,1.06,0.466666666666667,2.4
"ENSG00000137770","CTDSPL2",4.1,2.4,2.68,3.56666666666667,1.45
"ENSG00000150281","CTF1",0.1,0.95,0.24,0.366666666666667,0.1
"ENSG00000118523","CTGF",12.5,0.341666666666667,0.66,0.466666666666667,38.05
"ENSG00000116761","CTH",2.4,4.575,0.54,0.333333333333333,0.2
"ENSG00000164932","CTHRC1",0.2,0.3,0.92,0.233333333333333,0.3
"ENSG00000134030","CTIF",0.4,1.55,0.3,0.1,0.55
"ENSG00000163599","CTLA4",0.1,0.1,0.1,1.13333333333333,0.1
"ENSG00000044115","CTNNA1",8.9,24.2416666666667,26.06,17.4666666666667,9.45
"ENSG00000066032","CTNNA2",6.6,25.525,2.08,0.166666666666667,0.5
"ENSG00000183230","CTNNA3",0.3,1.325,20.26,0.333333333333333,0.6
"ENSG00000119326","CTNNAL1",3.3,2.33333333333333,1.3,0.566666666666667,1.4
"ENSG00000168036","CTNNB1",28.3,16.2916666666667,15.96,26.7,21.7
"ENSG00000178585","CTNNBIP1",0.4,1.225,0.8,0.233333333333333,1.25
"ENSG00000132792","CTNNBL1",1.8,1.58333333333333,2.06,3.76666666666667,2
"ENSG00000198561","CTNND1",6.1,20.1333333333333,8.64,32.6666666666667,14.1
"ENSG00000169862","CTNND2",11.4,26.5666666666667,9.66,0.4,1.8
"ENSG00000040531","CTNS",0.1,1.06666666666667,0.64,1.03333333333333,0.35
"ENSG00000047230","CTPS2",2.5,3.09166666666667,3.18,2.33333333333333,1
"ENSG00000198730","CTR9",7.4,4.575,4.1,4.7,2.45
"ENSG00000168925","CTRB1",0.1,0.1,0.1,0.1,0.1
"ENSG00000168928","CTRB2",0.1,0.1,0.1,0.1,0.1
"ENSG00000162438","CTRC",0.1,0.1,0.1,0.1,0.1
"ENSG00000141086","CTRL",0.1,0.133333333333333,0.14,0.2,0.1
"ENSG00000064601","CTSA",7.2,10.6666666666667,3.14,7.23333333333333,6.35
"ENSG00000164733","CTSB",13.8,14.3333333333333,13.02,99.7333333333333,7.7
"ENSG00000109861","CTSC",2,1.20833333333333,4.74,45.1333333333333,1.95
"ENSG00000117984","CTSD",0.1,2.59166666666667,0.34,0.966666666666667,1.2
"ENSG00000196188","CTSE",0.1,0.1,0.1,0.1,0.1
"ENSG00000174080","CTSF",5.9,7.175,4.02,0.8,0.9
"ENSG00000100448","CTSG",0.1,0.1,0.1,0.1,0.1
"ENSG00000103811","CTSH",1.4,18.4166666666667,1.68,12.8333333333333,4.9
"ENSG00000143387","CTSK",1.6,0.566666666666667,3.72,1.03333333333333,0.5
"ENSG00000263238","CTSO",3.3,11.825,9.56,7.33333333333333,5.2
"ENSG00000163131","CTSS",0.4,0.825,4.06,42.6333333333333,1.5
"ENSG00000172543","CTSW",0.1,0.1,0.1,0.1,0.1
"ENSG00000101160","CTSZ",0.2,0.733333333333333,0.6,4.43333333333333,0.85
"ENSG00000085733","CTTN",3.4,4.25833333333333,4.14,0.166666666666667,2.3
"ENSG00000077063","CTTNBP2",6.5,0.891666666666667,10.5,15.8333333333333,1.95
"ENSG00000143079","CTTNBP2NL",3.1,3.45,5.26,35.0666666666667,4.3
"ENSG00000142544","CTU1",0.1,0.1,0.1,0.1,0.1
