"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000174177","CTU2",0.1,0.1,0.1,0.1,0.1
"ENSG00000178531","CTXN1",0.1,0.1,0.14,0.1,0.1
"ENSG00000233932","CTXN2",2.2,0.225,0.12,0.1,0.3
"ENSG00000205279","CTXN3",0.2,0.108333333333333,0.1,0.1,0.1
"ENSG00000107611","CUBN",0.4,0.833333333333333,0.1,0.1,0.1
"ENSG00000180891","CUEDC1",0.1,0.25,0.28,0.233333333333333,0.3
"ENSG00000107874","CUEDC2",2.8,5.35,3,1.53333333333333,2.2
"ENSG00000055130","CUL1",13.8,6.54166666666667,7.64,7.86666666666667,3.1
"ENSG00000108094","CUL2",6.5,2.69166666666667,3.58,3.96666666666667,1.5
"ENSG00000036257","CUL3",8.8,5.64166666666667,4.06,7.53333333333333,1.2
"ENSG00000139842","CUL4A",7.2,5.25,3.48,4.03333333333333,2.4
"ENSG00000158290","CUL4B",5.4,4.80833333333333,3.74,4.56666666666667,1.6
"ENSG00000166266","CUL5",3.3,2.425,2.5,1.96666666666667,1.05
"ENSG00000044090","CUL7",0.2,0.433333333333333,0.12,0.3,0.15
"ENSG00000112659","CUL9",0.2,0.533333333333333,0.12,0.366666666666667,0.35
"ENSG00000112514","CUTA",14.1,7.375,10.82,3.83333333333333,2.55
"ENSG00000119929","CUTC",10.9,8.68333333333333,15.52,6.73333333333333,0.95
"ENSG00000257923","CUX1",3.8,5.3,3.34,4.26666666666667,4.45
"ENSG00000111249","CUX2",1,0.15,0.22,0.133333333333333,0.25
"ENSG00000138161","CUZD1",0.6,0.108333333333333,0.2,0.133333333333333,0.1
"ENSG00000150316","CWC15",12.1,10.175,10.96,8.93333333333333,4.2
"ENSG00000163510","CWC22",4.7,3.15833333333333,3.44,4.33333333333333,1.45
"ENSG00000276761","CWC25",2.7,2.29166666666667,2.44,4,1.15
"ENSG00000153015","CWC27",6.3,5.15833333333333,5.82,3.6,2.7
"ENSG00000095485","CWF19L1",1.6,0.633333333333333,0.74,0.766666666666667,0.45
"ENSG00000152404","CWF19L2",5.1,4.29166666666667,6.2,6.16666666666667,2.5
"ENSG00000109182","CWH43",0.1,0.1,0.1,0.1,0.1
"ENSG00000006210","CX3CL1",1,0.625,0.18,0.133333333333333,5.3
"ENSG00000168329","CX3CR1",0.7,4.78333333333333,30,245.2,1.2
"ENSG00000154639","CXADR",7.1,0.391666666666667,8.44,6.66666666666667,0.4
"ENSG00000274439","CXADRP2",0.5,0.108333333333333,0.24,0.166666666666667,0.1
"ENSG00000265766","CXADRP3",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000163739","CXCL1",1.2,2.50833333333333,0.12,0.9,22.65
"ENSG00000169245","CXCL10",0.1,0.25,0.16,0.966666666666667,0.15
"ENSG00000169248","CXCL11",0.1,0.1,0.1,0.133333333333333,0.95
"ENSG00000107562","CXCL12",2.6,1.375,3.04,17.1666666666667,11
"ENSG00000156234","CXCL13",0.1,0.1,0.1,0.1,0.1
"ENSG00000145824","CXCL14",151.7,80,1.28,0.1,7.1
"ENSG00000161921","CXCL16",0.5,3.51666666666667,6,58.1666666666667,1.55
"ENSG00000189377","CXCL17",0.1,0.108333333333333,0.1,0.1,0.35
"ENSG00000081041","CXCL2",2.8,33.45,0.16,2.16666666666667,36.35
"ENSG00000163734","CXCL3",0.1,1.8,0.1,0.233333333333333,0.1
"ENSG00000163735","CXCL5",0.1,0.741666666666667,0.1,0.1,0.1
"ENSG00000124875","CXCL6",0.1,0.1,0.1,0.1,0.1
"ENSG00000138755","CXCL9",0.1,0.191666666666667,0.16,0.2,0.3
"ENSG00000163464","CXCR1",0.1,0.1,0.1,0.233333333333333,0.1
"ENSG00000180871","CXCR2",0.1,0.108333333333333,0.1,0.6,0.1
"ENSG00000229754","CXCR2P1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000186810","CXCR3",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000121966","CXCR4",1.1,7.90833333333333,7.92,109.8,1.55
"ENSG00000160683","CXCR5",0.1,0.1,0.1,0.1,0.1
"ENSG00000172215","CXCR6",0.1,0.158333333333333,0.12,0.1,0.1
"ENSG00000120280","CXorf21",0.3,0.108333333333333,1.84,20.2,0.1
"ENSG00000173681","CXorf23",1.9,2.34166666666667,2.38,1.73333333333333,0.8
"ENSG00000147113","CXorf36",0.1,0.141666666666667,0.44,0.1,5.85
"ENSG00000185753","CXorf38",1.2,1.175,1.04,2.1,0.95
"ENSG00000197620","CXorf40A",1.4,0.858333333333333,1.14,2.33333333333333,0.3
"ENSG00000197021","CXorf40B",2.2,1.40833333333333,1.52,2.83333333333333,0.35
"ENSG00000215113","CXorf49B",0.1,0.1,0.1,0.1,0.1
"ENSG00000224440","CXorf51A",0.1,0.1,0.1,0.1,0.1
"ENSG00000018610","CXorf56",0.9,0.516666666666667,0.5,0.5,0.3
"ENSG00000147231","CXorf57",3.3,0.341666666666667,2.92,0.233333333333333,0.1
"ENSG00000165182","CXorf58",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000204165","CXorf65",0.1,0.1,0.1,0.166666666666667,0.1
"ENSG00000203933","CXorf66",0.1,0.1,0.1,0.1,0.1
"ENSG00000154832","CXXC1",0.1,0.25,0.1,0.2,0.2
"ENSG00000187893","CXXC1P1",0.1,0.1,0.1,0.1,0.1
"ENSG00000168772","CXXC4",5.5,0.466666666666667,1.86,0.1,0.15
"ENSG00000171604","CXXC5",0.6,1.75833333333333,0.72,0.4,1.65
"ENSG00000008283","CYB561",2.1,0.858333333333333,0.22,0.266666666666667,0.85
"ENSG00000174151","CYB561D1",0.8,0.583333333333333,0.34,0.533333333333333,0.3
"ENSG00000114395","CYB561D2",0.1,0.916666666666667,0.84,1.73333333333333,0.3
"ENSG00000166347","CYB5A",6.3,9.31666666666667,10.34,1.83333333333333,8.15
"ENSG00000103018","CYB5B",9.6,15.6916666666667,4.6,2.46666666666667,2.95
"ENSG00000182224","CYB5D1",4.1,3.48333333333333,1.82,10.5333333333333,3.5
"ENSG00000167740","CYB5D2",8.2,5.95,5.32,1.26666666666667,1.55
"ENSG00000159348","CYB5R1",6.1,7.54166666666667,2.88,4.73333333333333,1.95
"ENSG00000166394","CYB5R2",1,0.441666666666667,13.04,0.3,0.15
"ENSG00000100243","CYB5R3",1.1,5.79166666666667,1.14,0.766666666666667,6.35
"ENSG00000065615","CYB5R4",3.5,1.15,1.82,3.13333333333333,0.55
"ENSG00000215883","CYB5RL",0.2,0.283333333333333,0.24,0.133333333333333,0.2
"ENSG00000051523","CYBA",0.1,0.1,0.2,0.533333333333333,0.1
"ENSG00000165168","CYBB",0.9,1.425,7.82,109.8,0.65
"ENSG00000071967","CYBRD1",3,32.2333333333333,4.14,9.06666666666667,3.75
"ENSG00000179091","CYC1",0.9,5.30833333333333,1.12,1.86666666666667,3.7
"ENSG00000172115","CYCS",41.1,28.4166666666667,13.66,21.6,8.05
"ENSG00000235700","CYCSP52",2.6,0.466666666666667,0.44,5.76666666666667,0.1
"ENSG00000273749","CYFIP1",2.2,6.725,6.72,61.2,4.5
"ENSG00000055163","CYFIP2",31.7,20.8666666666667,4.54,0.533333333333333,2.05
"ENSG00000161544","CYGB",0.1,0.1,0.1,0.1,0.1
"ENSG00000187954","CYHR1",0.5,2.25,0.5,0.5,0.6
"ENSG00000183035","CYLC1",0.1,0.1,0.1,0.1,0.1
"ENSG00000155833","CYLC2",0.1,0.1,0.1,0.1,0.1
"ENSG00000083799","CYLD",7,2.625,5.24,8.06666666666667,2.75
"ENSG00000240194","CYMP",0.1,0.1,0.1,0.1,0.1
"ENSG00000140459","CYP11A1",0.1,0.508333333333333,0.1,0.1,0.1
"ENSG00000160882","CYP11B1",0.1,0.1,0.1,0.1,0.1
"ENSG00000179142","CYP11B2",0.1,0.1,0.1,0.1,0.1
"ENSG00000148795","CYP17A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000137869","CYP19A1",0.1,0.116666666666667,0.1,0.2,0.1
"ENSG00000140465","CYP1A1",0.1,0.141666666666667,0.1,0.1,0.1
"ENSG00000140505","CYP1A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000138061","CYP1B1",0.1,0.133333333333333,0.1,0.133333333333333,0.65
"ENSG00000232973","CYP1B1-AS1",0.1,0.1,0.1,0.1,0.1
"ENSG00000119004","CYP20A1",0.3,0.841666666666667,0.88,1.26666666666667,0.8
"ENSG00000231759","CYP21A1P",0.1,0.1,0.1,0.1,0.1
"ENSG00000235134","CYP21A2",0.1,0.1,0.1,0.1,0.1
"ENSG00000019186","CYP24A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000095596","CYP26A1",0.4,0.1,0.14,0.6,0.1
"ENSG00000003137","CYP26B1",1.3,0.241666666666667,0.36,0.1,0.1
"ENSG00000187553","CYP26C1",0.1,0.1,0.1,0.1,0.1
"ENSG00000135929","CYP27A1",0.1,1.53333333333333,1.22,0.133333333333333,0.75
"ENSG00000111012","CYP27B1",0.1,0.1,0.1,0.233333333333333,0.1
"ENSG00000186684","CYP27C1",0.1,0.1,0.12,0.133333333333333,0.1
"ENSG00000197838","CYP2A13",0.1,0.1,0.1,0.1,0.1
"ENSG00000255974","CYP2A6",0.1,0.1,0.1,0.1,0.1
"ENSG00000198077","CYP2A7",0.1,0.1,0.12,0.1,0.1
"ENSG00000197408","CYP2B6",0.1,0.1,0.1,0.1,0.1
"ENSG00000108242","CYP2C18",0.1,0.1,0.1,0.1,0.1
"ENSG00000165841","CYP2C19",0.1,0.1,0.18,0.1,0.1
"ENSG00000138115","CYP2C8",2.1,0.508333333333333,0.32,0.1,0.1
"ENSG00000138109","CYP2C9",0.1,0.1,0.1,0.1,0.1
"ENSG00000272532","CYP2D6",0.1,0.125,0.1,0.1,0.1
"ENSG00000130649","CYP2E1",1.9,0.666666666666667,0.16,0.1,0.4
"ENSG00000197446","CYP2F1",0.1,0.1,0.1,0.1,0.1
"ENSG00000130612","CYP2G1P",0.2,0.116666666666667,0.1,0.1,0.1
"ENSG00000134716","CYP2J2",2.8,17.0666666666667,8.12,0.1,0.35
"ENSG00000186104","CYP2R1",1.8,1.13333333333333,1.46,6.36666666666667,0.4
"ENSG00000167600","CYP2S1",0.1,0.1,0.1,0.433333333333333,0.25
"ENSG00000155016","CYP2U1",3.8,5.30833333333333,3.18,1.3,2.5
"ENSG00000073067","CYP2W1",0.1,0.1,0.1,0.1,0.1
"ENSG00000146233","CYP39A1",0.1,0.166666666666667,0.24,0.1,0.45
"ENSG00000160868","CYP3A4",0.1,0.15,0.1,0.1,0.2
"ENSG00000021461","CYP3A43",0.1,0.191666666666667,0.1,0.1,0.1
"ENSG00000106258","CYP3A5",1.5,0.566666666666667,0.36,0.3,0.15
"ENSG00000160870","CYP3A7",0.4,0.108333333333333,0.1,0.1,0.1
"ENSG00000036530","CYP46A1",0.2,0.875,0.12,0.1,0.2
"ENSG00000187048","CYP4A11",0.1,0.1,0.1,0.1,0.1
"ENSG00000162365","CYP4A22",0.1,0.1,0.1,0.1,0.1
"ENSG00000142973","CYP4B1",0.1,0.1,0.1,0.1,0.15
"ENSG00000171903","CYP4F11",0.7,14.65,0.2,0.1,0.3
"ENSG00000186204","CYP4F12",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000186115","CYP4F2",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000171954","CYP4F22",0.1,0.1,0.1,0.1,0.1
"ENSG00000267594","CYP4F24P",0.1,0.25,0.18,0.1,0.1
"ENSG00000186529","CYP4F3",0.1,0.1,0.1,0.1,0.1
"ENSG00000214081","CYP4F30P",0.1,0.1,0.1,0.1,0.1
"ENSG00000265787","CYP4F35P",0.3,0.1,0.16,0.1,0.1
"ENSG00000186526","CYP4F8",0.1,0.1,0.1,0.1,0.1
"ENSG00000145476","CYP4V2",2.3,28.3,5,3.9,3.1
"ENSG00000186377","CYP4X1",6.9,0.125,0.12,0.1,1.55
"ENSG00000186160","CYP4Z1",0.7,0.116666666666667,0.1,0.1,0.1
"ENSG00000154198","CYP4Z2P",0.1,0.1,0.1,0.1,0.1
"ENSG00000001630","CYP51A1",18.9,23.3416666666667,20.58,15.7666666666667,1.85
"ENSG00000167910","CYP7A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000172817","CYP7B1",2.1,8.63333333333333,3.44,0.1,1.6
"ENSG00000180432","CYP8B1",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000142871","CYR61",2.3,16.8333333333333,1,0.1,14.7
"ENSG00000205795","CYS1",0.3,0.708333333333333,0.16,0.1,0.35
"ENSG00000173198","CYSLTR1",0.2,0.141666666666667,0.88,8.73333333333333,1.75
"ENSG00000152207","CYSLTR2",0.2,0.15,0.1,0.266666666666667,5.9
"ENSG00000120306","CYSTM1",7,33.9833333333333,3.02,2.96666666666667,10.2
"ENSG00000108669","CYTH1",4.1,3.59166666666667,6.1,4.46666666666667,2.75
"ENSG00000105443","CYTH2",0.5,0.791666666666667,0.72,0.7,0.7
"ENSG00000008256","CYTH3",1.6,0.883333333333333,0.54,3.16666666666667,7.2
"ENSG00000100055","CYTH4",0.1,0.1,0.18,2.6,0.1
"ENSG00000115165","CYTIP",0.1,0.108333333333333,0.66,10.4,0.1
"ENSG00000170891","CYTL1",0.6,0.266666666666667,1.3,13.6,0.45
"ENSG00000166265","CYYR1",0.3,0.1,0.1,0.1,6.9
"ENSG00000228592","D21S2088E",0.1,0.1,0.1,0.1,1.15
"ENSG00000180902","D2HGDH",0.1,0.2,0.1,0.1,0.15
"ENSG00000100592","DAAM1",13.6,7.275,1.64,3.96666666666667,1.95
"ENSG00000146122","DAAM2",1,23.0416666666667,56.36,0.466666666666667,14.6
"ENSG00000173406","DAB1",8.2,0.883333333333333,1.54,0.1,0.95
"ENSG00000153071","DAB2",0.5,0.541666666666667,2.3,30.9333333333333,8.4
"ENSG00000136848","DAB2IP",0.4,0.866666666666667,0.26,0.1,3.5
"ENSG00000276644","DACH1",0.2,0.291666666666667,0.1,0.1,1.9
"ENSG00000126733","DACH2",2.5,0.108333333333333,0.1,0.1,0.1
"ENSG00000165617","DACT1",4.5,0.366666666666667,0.76,1.2,0.55
"ENSG00000164488","DACT2",0.1,0.1,0.1,0.1,0.7
"ENSG00000197380","DACT3",5.1,2.35833333333333,6,0.966666666666667,0.75
"ENSG00000129562","DAD1",33.3,68.7916666666667,52.68,39.8333333333333,39.35
"ENSG00000173402","DAG1",1.9,22.75,2.42,0.666666666666667,6
"ENSG00000134780","DAGLA",0.1,0.55,0.1,0.1,0.25
"ENSG00000164535","DAGLB",0.5,0.75,0.68,6.56666666666667,0.5
"ENSG00000178149","DALRD3",0.1,0.275,0.1,0.1,0.3
"ENSG00000226950","DANCR",14.5,13.6916666666667,11.18,5.46666666666667,6.4
"ENSG00000179284","DAND5",0.1,0.133333333333333,0.1,0.1,0.1
"ENSG00000110887","DAO",0.1,0.1,0.1,0.1,0.1
"ENSG00000182346","DAOA",0.1,0.1,0.1,0.1,0.1
"ENSG00000232307","DAOA-AS1",0.1,0.1,0.1,0.1,0.1
"ENSG00000112977","DAP",2,3.35833333333333,1.66,2.8,2.1
"ENSG00000132676","DAP3",9.2,4.725,7.02,11.4,2.45
"ENSG00000196730","DAPK1",5,6.6,0.1,0.666666666666667,0.45
"ENSG00000035664","DAPK2",0.1,0.616666666666667,1.12,0.1,0.1
"ENSG00000167657","DAPK3",0.1,0.15,0.1,0.1,0.15
"ENSG00000163331","DAPL1",0.7,0.15,1.92,0.3,0.2
"ENSG00000070190","DAPP1",0.1,0.1,0.26,2.13333333333333,0.1
"ENSG00000115866","DARS",13.3,34.825,13.18,14.2333333333333,7.7
"ENSG00000117593","DARS2",1.6,1.4,1.18,1.63333333333333,0.65
"ENSG00000231617","DAXX",0.4,0.608333333333333,0.72,0.566666666666667,0.35
"ENSG00000188120","DAZ1",0.1,0.1,0.1,0.1,0.1
"ENSG00000205944","DAZ2",0.1,0.1,0.1,0.1,0.1
"ENSG00000187191","DAZ3",0.1,0.1,0.1,0.1,0.1
"ENSG00000205916","DAZ4",0.1,0.1,0.1,0.1,0.1
"ENSG00000071626","DAZAP1",1,0.9,1.34,1.03333333333333,0.95
"ENSG00000183283","DAZAP2",44.5,54.0833333333333,50.72,64.8333333333333,28.65
"ENSG00000092345","DAZL",0.1,0.1,0.1,0.1,0.1
"ENSG00000006634","DBF4",0.1,0.116666666666667,0.1,0.266666666666667,0.1
"ENSG00000161692","DBF4B",0.2,0.291666666666667,0.2,0.2,0.2
"ENSG00000123454","DBH",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000155368","DBI",54.7,218.2,195.08,329.133333333333,22.35
"ENSG00000231784","DBIL5P",0.3,0.266666666666667,0.1,0.5,0.3
"ENSG00000242412","DBIL5P2",0.1,0.15,0.1,0.1,0.1
"ENSG00000113758","DBN1",0.2,0.991666666666667,0.18,0.1,0.7
"ENSG00000003249","DBNDD1",0.1,0.6,0.12,0.1,0.25
"ENSG00000244274","DBNDD2",17.9,16.9666666666667,294.36,10.5333333333333,12.4
"ENSG00000136279","DBNL",0.9,1.29166666666667,1.4,2.1,0.9
"ENSG00000105516","DBP",0.2,0.483333333333333,0.1,0.1,0.1
"ENSG00000138231","DBR1",2,2.66666666666667,2.68,3.2,0.95
"ENSG00000137992","DBT",2.3,3.80833333333333,1.34,0.566666666666667,0.4
"ENSG00000109851","DBX1",0.1,0.1,0.1,0.1,0.1
"ENSG00000185610","DBX2",0.1,1.28333333333333,0.48,0.1,0.1
"ENSG00000122741","DCAF10",3,2.78333333333333,1.68,1.63333333333333,0.9
"ENSG00000100897","DCAF11",1,3.23333333333333,1.12,0.966666666666667,1.35
"ENSG00000198876","DCAF12",3.5,3.80833333333333,3.16,1.96666666666667,1.55
"ENSG00000198889","DCAF12L1",0.1,0.1,0.1,0.1,0.1
"ENSG00000198354","DCAF12L2",0.5,0.1,0.1,0.1,0.1
"ENSG00000164934","DCAF13",1.8,2.95833333333333,2.84,3.4,1
"ENSG00000132017","DCAF15",0.1,0.15,0.16,0.133333333333333,0.15
"ENSG00000163257","DCAF16",4.3,1.93333333333333,5.54,2.7,2.1
"ENSG00000115827","DCAF17",2.2,1.28333333333333,1.82,0.466666666666667,0.7
"ENSG00000119599","DCAF4",3.8,0.825,1.32,0.566666666666667,0.3
"ENSG00000182308","DCAF4L1",0.4,0.125,0.1,0.1,0.1
"ENSG00000176566","DCAF4L2",0.1,0.1,0.1,0.1,0.1
"ENSG00000139990","DCAF5",5.6,5.925,3.14,3.53333333333333,2.4
"ENSG00000143164","DCAF6",12.4,4.36666666666667,3.3,6.3,2.9
"ENSG00000136485","DCAF7",5.4,5.725,5.52,2.36666666666667,2.15
"ENSG00000132716","DCAF8",9.3,8.16666666666667,6.16,4.86666666666667,2.05
"ENSG00000226372","DCAF8L1",0.1,0.1,0.1,0.1,0.1
"ENSG00000189186","DCAF8L2",0.1,0.1,0.1,0.1,0.1
"ENSG00000172992","DCAKD",5.8,10.3916666666667,2.14,0.633333333333333,1.2
"ENSG00000164465","DCBLD1",0.1,0.1,0.1,0.1,1.5
"ENSG00000057019","DCBLD2",5.4,1.05833333333333,2.12,1.3,0.75
"ENSG00000187323","DCC",2.5,0.15,1.72,0.1,0.1
"ENSG00000161634","DCD",0.1,0.1,0.1,0.1,0.1
"ENSG00000170959","DCDC1",0.3,0.1,0.1,0.1,0.1
"ENSG00000146038","DCDC2",0.7,0.208333333333333,0.1,0.1,0.1
"ENSG00000222046","DCDC2B",0.1,0.15,0.1,0.1,0.25
"ENSG00000166341","DCHS1",0.1,1.04166666666667,0.12,0.133333333333333,0.5
"ENSG00000197410","DCHS2",2.5,10.1333333333333,0.18,0.1,0.1
"ENSG00000156136","DCK",7.2,2.20833333333333,2.8,5.93333333333333,0.95
"ENSG00000133083","DCLK1",37.4,0.733333333333333,0.36,0.166666666666667,5.2
"ENSG00000170390","DCLK2",4.8,10.6083333333333,1.38,0.2,2
"ENSG00000163673","DCLK3",0.1,0.1,0.1,0.1,0.1
"ENSG00000198924","DCLRE1A",3.4,2.6,1.44,1,0.75
"ENSG00000118655","DCLRE1B",0.8,1.83333333333333,0.66,0.8,0.4
"ENSG00000152457","DCLRE1C",1,2.15,0.96,2.33333333333333,0.4
"ENSG00000011465","DCN",19,3.94166666666667,0.34,0.1,62.4
"ENSG00000272886","DCP1A",3.5,2.85,3.18,9.3,2.3
"ENSG00000151065","DCP1B",2.7,2.86666666666667,1.66,0.8,2.4
"ENSG00000172795","DCP2",5.5,0.991666666666667,1.34,2.93333333333333,0.8
"ENSG00000110063","DCPS",0.4,0.566666666666667,0.32,0.5,0.35
"ENSG00000163357","DCST1",0.1,0.1,0.1,0.1,0.1
"ENSG00000163354","DCST2",0.1,0.1,0.1,0.1,0.1
"ENSG00000080166","DCT",0.2,0.825,0.1,0.1,0.1
"ENSG00000129187","DCTD",5.1,4.23333333333333,1.76,4.23333333333333,3.55
"ENSG00000204843","DCTN1",2.6,1.875,2.78,0.9,2.75
"ENSG00000175203","DCTN2",19.9,12.9,11.32,4.6,4.65
"ENSG00000137100","DCTN3",9.8,16.5833333333333,8.2,4.63333333333333,12.2
"ENSG00000132912","DCTN4",9,9.9,8.84,10.3,2.2
"ENSG00000166847","DCTN5",7.4,6,3.12,2.1,1.6
"ENSG00000104671","DCTN6",37.9,25.475,25.42,11.3666666666667,6.45
"ENSG00000179958","DCTPP1",5.1,3.15,2.46,1.63333333333333,1.25
"ENSG00000043093","DCUN1D1",5.7,9.08333333333333,4.72,4.06666666666667,1.3
"ENSG00000150401","DCUN1D2",4.2,2.075,2.14,0.733333333333333,0.9
"ENSG00000188215","DCUN1D3",2.2,1.11666666666667,2.32,2.2,0.75
"ENSG00000109184","DCUN1D4",13.3,7.21666666666667,4.84,2.13333333333333,2.75
"ENSG00000137692","DCUN1D5",3,2.21666666666667,2.32,0.4,0.3
"ENSG00000077279","DCX",6.7,0.25,1.94,0.1,0.15
"ENSG00000169738","DCXR",0.1,14.5333333333333,1.82,1.5,2.15
"ENSG00000130311","DDA1",0.2,0.483333333333333,0.18,0.233333333333333,0.15
"ENSG00000153904","DDAH1",20.2,118.391666666667,8.42,0.9,4.1
"ENSG00000227317","DDAH2",0.1,0.266666666666667,0.1,0.4,0.2
"ENSG00000167986","DDB1",7.4,13.4166666666667,3.8,3.4,3.45
"ENSG00000134574","DDB2",0.4,0.65,0.68,3.46666666666667,0.95
"ENSG00000132437","DDC",0.1,0.1,0.1,0.1,0.1
"ENSG00000100523","DDHD1",4.3,2.69166666666667,2.76,1.5,0.65
"ENSG00000085788","DDHD2",15.2,5.08333333333333,9.48,3.06666666666667,2.65
"ENSG00000170967","DDI1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000197312","DDI2",2.5,0.758333333333333,1.16,1.6,0.4
"ENSG00000175197","DDIT3",8.4,9.45,10,20.3333333333333,8.6
"ENSG00000168209","DDIT4",3.1,20.025,3.74,12.5,10.15
"ENSG00000145358","DDIT4L",0.7,3.95,0.16,0.1,0.15
"ENSG00000181418","DDN",0.7,0.183333333333333,0.18,0.133333333333333,1
"ENSG00000203797","DDO",0.5,1.1,0.64,0.133333333333333,0.1
"ENSG00000244038","DDOST",3.8,5.80833333333333,2.74,6,2.85
"ENSG00000204580","DDR1",0.7,1.88333333333333,1.22,0.166666666666667,0.1
"ENSG00000162733","DDR2",1.5,3.73333333333333,0.34,0.2,1.7
"ENSG00000198171","DDRGK1",2.7,2.625,2.84,1,1.3
"ENSG00000275003","DDT",27.7,12.8583333333333,12.02,7.1,3
"ENSG00000275758","DDTL",0.1,0.866666666666667,0.54,0.7,0.2
"ENSG00000079785","DDX1",32.1,14.6666666666667,20.16,11.8333333333333,4.9
"ENSG00000178105","DDX10",8.9,2.16666666666667,3.82,4.6,2.4
"ENSG00000013573","DDX11",0.1,0.225,0.16,0.133333333333333,0.2
"ENSG00000223972","DDX11L1",0.1,0.1,0.1,0.1,0.1
"ENSG00000233614","DDX11L10",0.1,0.1,0.1,0.1,0.1
"ENSG00000236397","DDX11L2",0.1,0.208333333333333,0.14,0.1,0.1
"ENSG00000248472","DDX11L9",0.1,0.1,0.1,0.1,0.1
"ENSG00000214826","DDX12P",0.1,0.108333333333333,0.1,0.166666666666667,0.2
"ENSG00000100201","DDX17",68.4,81.025,60.7,73.9,28.9
"ENSG00000088205","DDX18",19.4,10.3916666666667,16.78,22.2,7.55
"ENSG00000168872","DDX19A",2.1,2.79166666666667,1.36,1.6,1.3
"ENSG00000157349","DDX19B",2.1,3.46666666666667,1.8,6.33333333333333,1.55
"ENSG00000064703","DDX20",2.7,1.175,1.14,3.66666666666667,0.5
"ENSG00000165732","DDX21",2.7,1.69166666666667,2.4,13.1666666666667,1.45
"ENSG00000174243","DDX23",2.4,2.49166666666667,2.56,1.2,1.55
"ENSG00000273761","DDX24",32.6,10.7416666666667,10.14,13.9333333333333,3.6
"ENSG00000109832","DDX25",7.3,5.19166666666667,2.42,0.366666666666667,0.5
"ENSG00000165359","DDX26B",2.2,1.225,1.82,3.26666666666667,0.65
"ENSG00000124228","DDX27",2.9,1.40833333333333,2,6.16666666666667,0.6
"ENSG00000182810","DDX28",0.9,0.425,0.28,0.733333333333333,0.1
"ENSG00000125485","DDX31",0.1,0.916666666666667,0.22,0.366666666666667,0.15
"ENSG00000123136","DDX39A",1.1,0.641666666666667,1.26,5.1,1.65
"ENSG00000225073","DDX39B",0.1,1.6,1.38,2.5,0.95
"ENSG00000215301","DDX3X",20.8,23.325,19.7,77.1666666666667,14.85
"ENSG00000067048","DDX3Y",9.4,2.71666666666667,5.52,18.5333333333333,0.1
"ENSG00000152670","DDX4",0.3,0.1,0.1,0.1,0.1
"ENSG00000183258","DDX41",0.5,1.7,0.78,1.46666666666667,1.45
"ENSG00000198231","DDX42",11.6,9.18333333333333,8.3,8.86666666666667,3.45
"ENSG00000080007","DDX43",0.1,0.108333333333333,0.22,0.5,0.1
"ENSG00000145833","DDX46",6.9,3.775,4.46,6.1,1.75
"ENSG00000213782","DDX47",15.9,9.64166666666667,12.54,28.1333333333333,21.05
"ENSG00000105671","DDX49",0.1,0.15,0.14,0.166666666666667,0.15
"ENSG00000108654","DDX5",65.7,43.5083333333333,59.54,158.466666666667,25.75
"ENSG00000107625","DDX50",5.8,4.43333333333333,3.94,5.23333333333333,1.2
"ENSG00000185163","DDX51",1.2,0.791666666666667,0.68,0.433333333333333,0.35
"ENSG00000278053","DDX52",2.8,3.36666666666667,2.66,3.76666666666667,0.75
"ENSG00000184735","DDX53",0.1,0.291666666666667,0.1,0.1,0.1
"ENSG00000123064","DDX54",0.1,0.208333333333333,0.1,0.2,0.15
"ENSG00000111364","DDX55",1.6,2.39166666666667,1.72,1.53333333333333,0.3
"ENSG00000136271","DDX56",2.2,2.26666666666667,1.1,1.53333333333333,1.15
"ENSG00000107201","DDX58",2.1,2.98333333333333,1.92,1.96666666666667,3.85
"ENSG00000118197","DDX59",1.7,2.15,2.58,3.8,1.6
"ENSG00000110367","DDX6",26.5,16.9,13.42,17.9,5.15
"ENSG00000137628","DDX60",0.1,1.20833333333333,0.58,2.2,1.85
"ENSG00000181381","DDX60L",0.4,0.425,0.66,4.53333333333333,2.25
"ENSG00000177030","DEAF1",0.2,0.5,0.14,0.2,2.45
"ENSG00000104325","DECR1",10.4,36.4583333333333,11.86,8.23333333333333,7.95
"ENSG00000242612","DECR2",0.5,0.258333333333333,0.1,0.1,0.1
"ENSG00000158796","DEDD",3,2.99166666666667,3.6,4.23333333333333,2.85
"ENSG00000160570","DEDD2",1.6,0.816666666666667,1.64,1.26666666666667,2.95
